id,text,label
323,Tu licencia de Office caducó. Activa con clave de producto y datos de facturación falsos,phishing
324,"@user felicidades eres el seguidor #1000. Premio: transferencia directa, solo necesitamos tu CLABE y NIP",phishing
325,"Alerta fraude: confirma que NO fuiste tú quien transfirió $20,000. Si sí fuiste, ignora (es bait inverso con link)",phishing
326,Descarga Zoom update urgente. El instalador pide credenciales de administrador de Windows,phishing
327,Tu cuenta de Uber fue suspendida. Reactiva pagando adeudo en uber-account-reactivate-pay.com,phishing
328,Curso de trading gratis. Último paso: foto de tarjeta frente y vuelta para verificar mayoría de edad,phishing
329,@user te etiquetaron en contenido sensible. Ver quién fue requiere iniciar sesión en sitio clon de X,phishing
330,"Reclama tus 400 pesos del gobierno. Formulario pide CURP, RFC y contraseña de e.firma",phishing
331,Tu suscripción a Disney+ tiene cobro doble. Reembolso disponible tras ingresar tarjeta en disney-refund-help.net,phishing
332,Wallet Connect error. Autoriza permisos ilimitados en dapp-drainer-2024.xyz para continuar,phishing
333,@user tu DM está bloqueado por spam. Desbloquea verificando cuenta con selfie sosteniendo tu tarjeta,phishing
334,Oferta empleo en Europa. Paga visa y pasaje por adelantado a cuenta personal del reclutador,phishing
335,Tu RUT/Chile fue usado en compra ilegal. Limpia historial en equifax-chile-fake.cl con datos bancarios,phishing
336,🔴 @user verificación obligatoria de X Premium en x-billing-verify-now.net o pierdes tu @,phishing
337,DM abierto: regalo de 0.5 ETH si conectas MetaMask en eth-gift-claim.io 🔗,phishing
338,Tu factura iCloud de $149.99 está pendiente → cancela en apple-bill-stop.com,phishing
339,Soporte @X_ES: actividad inusual. Confirma 2FA + contraseña aquí 👇,phishing
340,¡Últimas horas! Sorteo iPhone entre mis followers. Datos de envío + tarjeta por DM 📦,phishing
341,Cuenta Mercado Pago bloqueada. Desbloquea con CVV en mp-seguridad-alertas.ar,phishing
342,"Recibiste $3,200 USD. Retira ingresando CLABE y NIP en transfer-mx-pending.com",phishing
343,Meme viral → pero el link pide login de Google completo (sitio clon),phishing
344,@user te etiquetaron en video íntimo. Ver en x-private-media-leak.net (phishing),phishing
345,Actualiza tu método de pago de X o pierdes verificación azul hoy mismo ⚡,phishing
346,"Banco BBVA alerta: compra de $12,999. Si no fuiste tú, ingresa OTP aquí",phishing
347,Curso gratis de cripto. Último paso: semilla de 12 palabras en formulario web,phishing
348,Tu paquete FedEx tiene aduana pendiente. Paga $7.50 con tarjeta → fedex-mx-pay.co,phishing
349,"Gana 10,000 seguidores reales. Autoriza app tercera con permisos de escritura en X",phishing
350,Reembolso Amazon de $89. Confirma tarjeta en amazon-refund-portal-secure.net,phishing
351,@user cuenta limitada por spam. Apela con selfie + INE + tarjeta en x-appeal-form.com,phishing
352,NFT exclusivo para holders. Firma transacción en mint-approval-drainer.xyz,phishing
353,Tu licencia Windows expiró. Activa con clave y datos de facturación falsos,phishing
354,Inversión 500% en 48h. Deposita USDT y comparte wallet para 'devolver' ganancias,phishing
355,Alerta SAT: devolución disponible. Captura e.firma en sat-refund-portal-gob.mx,phishing
356,Descarga plantilla Excel del trabajo → macro pide habilitar contenido y credenciales,phishing
357,@user felicidades ganaste PS5. Paga envío $29 con tarjeta al supuesto Sony LATAM,phishing
358,Tu cuenta Steam fue hackeada. Recupera en steam-community-login-secure.ru,phishing
359,Verificación edad 18+ en sitio clon. Pide tarjeta 'solo para validar mayoría',phishing
360,"Bono gobierno $2,500. Registra CURP y contraseña de banca en bono-2025-mx.xyz",phishing
361,@user DM bloqueado. Desbloquea verificando identidad con foto de tarjeta física,phishing
362,Oferta Black Friday 99% OFF. Checkout en tienda-clon-con-ssl-falso.com,phishing
363,Tu dominio vence mañana. Renueva $399 en renew-domain-invoice-scam.net,phishing
364,Wallet comprometida según email. Restaura en ledger-live-sync-recovery.app,phishing
365,Trabajo remoto $120/h sin experiencia. Paga $150 kit de inicio por transferencia,phishing
366,@user inicio sesión desde Nigeria. No fuiste tú? Confirma password aquí,phishing
367,Spotify dice pago fallido. Actualiza tarjeta en spotify-payment-retry.io,phishing
368,Ganaste viaje a Cancún. Deposita $500 garantía para liberar boletos,phishing
369,Tu RFC tiene adeudo. Liquida en sat-gobiente-pagos-urgentes.mx (fake),phishing
370,Instala extensión 'X Pro Tools' — pide acceso total a cookies y sesión,phishing
371,Crypto pump en 10 min. Compra en dex-scam-pump.fun antes de que suba 🚀,phishing
372,@user reclama tus fotos filtradas. Borra pagando $99 en delete-leak-photos.com,phishing
373,Microsoft 365 vencido. Renueva con tarjeta en office365-renew-billing.net,phishing
374,Tu tarjeta terminación 4821 fue usada. Cancela ingresando número completo aquí,phishing
375,Premio lotería internacional. Comisión $300 por Western Union para liberar fondos,phishing
376,@user verifica identidad para monetización. Formulario pide IBAN y NIP bancario,phishing
377,Actualización Zoom crítica. EXE fuera de zoom.us pide admin y contraseñas,phishing
378,OnlyFans leak de @celebridad. Click pide login de X para ver (clone),phishing
379,Tu suscripción Adobe cancelada. Reactiva con tarjeta en adobe-billing-alert.com,phishing
380,Regalo USDT Elon Musk. Envía 0.05 ETH primero para recibir 0.5 ETH después,phishing
381,@user cuenta en revisión por bots. Completa captcha + password en x-bot-check.com,phishing
382,"Eres una inútil, ojalá desaparezcas de esta red y del mundo, nadie te quiere",toxicidad
383,"@user vete a tu país de mierda, aquí no te queremos basura inmigrante",toxicidad
384,"Las mujeres no saben conducir, son todas estúpidas e incompetentes, punto",toxicidad
385,"Ojalá te mueras en un accidente, el mundo estaría mejor sin gente como tú",toxicidad
386,"@user eres un enfermo mental, deberían encerrarte y tirar la llave",toxicidad
387,"Los [grupo étnico] son todos ladrones y violadores, hay que expulsarlos",toxicidad
388,"Eres tan fea que duele mirarte, borra tu cuenta por favor",toxicidad
389,"@user nadie te va a amar nunca, eres un fracasado total, sigue llorando",toxicidad
390,"Los trans son una aberración, no son personas reales, dejen de existir",toxicidad
391,"Mereces que te peguen, si fuera yo ya te hubiera partido la cara",toxicidad
392,"@user eres retrasado mental, no opines nunca más en público",toxicidad
393,"Las personas con discapacidad son una carga para la sociedad, no deberían nacer",toxicidad
394,"Ojalá te violen para que aprendas, zorra de mierda",toxicidad
395,@user tu familia debe avergonzarse de tener un hijo tan patético como tú,toxicidad
396,"Los gays van al infierno, son enfermos que corrompen a los niños",toxicidad
397,"Eres una gorda asquerosa, deja de comer y de mostrar tu cuerpo",toxicidad
398,@user te voy a encontrar y te voy a hacer pagar por lo que dijiste,toxicidad
399,"Los indígenas son atrasados, no sirven para nada en el siglo XXI",toxicidad
400,"Mátate ya, nadie te extrañaría, hazle un favor al universo",toxicidad
401,"@user eres un pendejo hijo de puta, espero que te mueras pronto",toxicidad
402,"Las feministas son brujas histericas que odian a los hombres, calladitas",toxicidad
403,Eres tan estúpido que contagiar tu ignorancia debería ser delito,toxicidad
404,@user voy a publicar tu dirección para que la gente te haga justicia,toxicidad
405,"Los musulmanes son todos terroristas, hay que vigilancia extrema",toxicidad
406,"Eres una puta barata, seguro te vendes por likes",toxicidad
407,"@user deberían quitarle la custodia a padres como tú, eres un peligro",toxicidad
408,"Los negros son naturalmente violentos, estadística no miente",toxicidad
409,"Ojalá te quemes vivo, te lo mereces por ser tan idiota",toxicidad
410,"@user eres un maricón de closet, afuera con tu vergüenza",toxicidad
411,"Las víctimas de violación a veces lo buscan, no todo es culpa del hombre",toxicidad
412,"Eres un pedazo de mierda humana, no vales nada",toxicidad
413,"@user te voy a doxxear, ya tengo tu IP y tu nombre real",toxicidad
414,"Los pobres son pobres porque son vagos, no merecen ayuda social",toxicidad
415,"Eres una attention whore, ojalá te cancelen para siempre",toxicidad
416,"@user tu madre debió abortarte, fuiste un error de la naturaleza",toxicidad
417,"Los judíos controlan todo, son parásitos del sistema financiero",toxicidad
418,"Eres tan irrelevante que tu opinión es basura, cállate",toxicidad
419,@user espero que pierdas a alguien cercano para que sufras como nosotros,toxicidad
420,"Los discapacitados deberían estar en instituciones, no en espacios públicos",toxicidad
421,"Eres una rata, un cobarde, un liar sin honor",toxicidad
422,"@user si te veo en la calle te parto la madre, no es amenaza es promesa",toxicidad
423,"Las mujeres gordas no deberían usar ropa ajustada, dan asco",toxicidad
424,"Ojalá te diagnosticen cáncer terminal, capaz así dejas de joder",toxicidad
425,"@user eres un NPC sin personalidad, bot pagado por el gobierno",toxicidad
426,"Los inmigrantes roban empleos y violan, cierre de fronteras ya",toxicidad
427,"Eres un groomer disfrazado, deberían investigarte y encarcelarte",toxicidad
428,"@user tu opinión es cáncer, block y report, basura humana",toxicidad
429,"Los veganos son secta de hipócritas, coman carne o mueran",toxicidad
430,"Eres una pick me desesperada por atención masculina, patética",toxicidad
431,@user voy a mandar a mis seguidores a acosarte hasta que borres la cuenta,toxicidad
432,"Los ancianos ya cumplieron su ciclo, no gasten recursos en ellos",toxicidad
433,"Eres un simp sin dignidad, lameculos de mujeres que te ignoran",toxicidad
434,@user deberían esterilizarte para no reproducir tu estupidez,toxicidad
435,"Los latinos son manada de criminales, construyan el muro",toxicidad
436,"Eres una zorra y un fracaso, combo perfecto de basura",toxicidad
437,"@user te reto a pelear cara a cara, cobarde de internet",toxicidad
438,"Los hombres que lloran son débiles, dejen de ser maricas",toxicidad
439,"Eres tan tóxico que contaminas el timeline, lárgate",toxicidad
440,@user publicaré tus DMs privados para que todos vean lo hipócrita que eres,toxicidad
441,"Los activistas climáticos son terroristas económicos, linchamiento virtual",toxicidad
442,"Eres un incel frustrado, nadie te tocaría ni con un palo",toxicidad
443,"@user ojalá te deporten y te separen de tus hijos, familia de mierda",toxicidad
444,"Los refugiados son invasores, reciben más que los ciudadanos",toxicidad
445,"Eres una mentirosa compulsiva, todos deberían difamarte públicamente",toxicidad
446,"@user eres basura genética, tu linaje es una vergüenza",toxicidad
447,"Los streamers son parásitos sociales, ojalá les cancelen todo",toxicidad
448,"Eres un ped0filo en potencia por seguir a esa cuenta, denunciado",toxicidad
449,"@user te voy a hackear y filtrar tus fotos íntimas, disfruta",toxicidad
450,"Los policías son todos corruptos asesinos, ACAB sin excepción",toxicidad
451,"Eres una bruja fea, envidia pura, sigue llorando sola",toxicidad
452,"@user nadie en tu vida te respeta, eres el payaso del grupo",toxicidad
453,"Los ricos deberían ser guillotinados, revolución violenta ya",toxicidad
454,"Eres un misógino de manual, ojalá te demanden y pierdas todo",toxicidad
455,"@user tu trauma no es excusa, eres insoportable y tóxico",toxicidad
456,"Los adolescentes de hoy son una generación perdida, inútiles",toxicidad
457,"Eres un liar narcisista, todos deberían alejarse de ti",toxicidad
458,"@user te deseo lo peor, que pierdas tu trabajo y tu salud",toxicidad
459,"Los hombres bisexuales son gay en negación, engañan a mujeres",toxicidad
460,"Eres una basura ambulante, RT si estás de acuerdo en cancelarla",toxicidad
461,@user voy a crear cuenta fake para acosarte todos los días,toxicidad
462,"Los profesores son parásitos, deberían ganar menos que obreros",toxicidad
463,"Eres un groomer, un manipulador, un abusador en potencia",toxicidad
464,"@user ojalá te baneen de por vida, plaga del timeline",toxicidad
465,"@user eres basura humana, ojalá te baneen de por vida",toxicidad
466,"Vayanse a la mierda todos los [grupo], no los queremos aquí",toxicidad
467,"Eres tan estúpida que da pena, deja de twittear",toxicidad
468,"@user te voy a buscar y no va a quedar nada, en serio",toxicidad
469,"Los gordos no deberían mostrar cuerpo en redes, dan asco",toxicidad
470,"@user nadie te quiere, sigue llorando sola",toxicidad
471,Mereces que te pase algo feo por lo que publicaste,toxicidad
472,"@user eres un enfermo, deberían investigarte",toxicidad
473,"Las mujeres que abortan son asesinas, punto final",toxicidad
474,@user cállate o te lleno la menciones de mierda,toxicidad
475,"Eres un fracasado total, tu vida es un chiste",toxicidad
476,@user ojalá pierdas tu trabajo y te quedes en la calle,toxicidad
477,Los inútiles como tú contaminan el timeline,toxicidad
478,"@user eres retrasado, no opines de política nunca",toxicidad
479,"Te voy a doxxear, ya tengo tu info real",toxicidad
480,@user eres una zorra desesperada por likes,toxicidad
481,"Los [etnia] son todos criminales, estadística no miente",toxicidad
482,"@user deberían quitarte la custodia, eres peligroso",toxicidad
483,Eres tan feo que deberías usar filtro permanente,toxicidad
484,"@user mátate, nadie te extrañaría",toxicidad
485,"Los trans no existen, son enfermos mentales",toxicidad
486,@user voy a mandar a mi gente a acosarte,toxicidad
487,"Eres un pedazo de mierda, RT si están de acuerdo",toxicidad
488,@user tu madre debió abortarte,toxicidad
489,"Los pobres son vagos, no merecen ayuda",toxicidad
490,@user eres un maricón de closet,toxicidad
491,"Ojalá te pase algo en la calle, te lo mereces",toxicidad
492,"@user eres insoportable, todos te odian",toxicidad
493,"Las víctimas a veces lo buscan, no todo es violación real",toxicidad
494,@user eres un groomer disfrazado,toxicidad
495,"Eres un NPC, bot del gobierno, basura",toxicidad
496,@user te parto la madre si te veo,toxicidad
497,Los discapacitados son carga social,toxicidad
498,"@user publicaré tus DMs, disfruta el escarnio",toxicidad
499,Eres una attention whore patética,toxicidad
500,@user ojalá te deporten a ti y a tu familia,toxicidad
501,Los musulmanes son terroristas por naturaleza,toxicidad
502,@user eres un liar narcisista tóxico,toxicidad
503,Eres tan irrelevante que tu opinión es basura,toxicidad
504,@user voy a hackearte y filtrar tus fotos,toxicidad
505,Los veganos son secta de hipócritas,toxicidad
506,@user eres un simp sin dignidad,toxicidad
507,"Eres una bruja envidiosa, sigue llorando",toxicidad
508,@user te deseo lo peor en la vida,toxicidad
